864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
209,117,3,132,3,6,234,1,1,7
87,82,1,89,1,1,224,1,1,1
1,1,1,89,1,1,1,1,1,1
1,1,4,1,4,4,1,4,4,4
1,1,4,1,4,4,1,4,4,4
1,1,4,92,4,4,223,4,4,4
90,85,4,92,4,4,226,3,3,3
89,85,4,92,4,3,226,4,4,4
89,85,4,91,4,4,224,4,4,4
90,85,4,92,3,4,226,3,3,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,85,4,92,4,4,226,4,4,4
90,86,4,92,4,4,226,4,4,4
90,86,4,92,4,4,226,4,4,4
91,85,4,92,4,4,232,4,6,40
96,85,4,100,4,4,229,4,4,4
90,85,4,94,4,4,226,4,4,4
90,85,5,93,4,4,226,4,4,4
90,85,4,93,4,4,226,4,4,4
90,85,4,91,4,3,225,3,3,3
90,85,4,94,4,4,226,4,4,4
102,85,4,103,4,4,234,4,4,6
94,85,4,97,4,4,231,4,4,66
98,85,2,104,2,4,231,2,4,4
106,85,2,97,9,4,234,4,2,64
95,85,4,97,4,4,226,4,4,4
115,85,4,104,4,4,226,4,4,4
103,85,4,100,4,4,234,4,4,40
96,101,4,101,4,4,233,4,4,6
111,107,8,118,4,4,236,4,4,84
113,85,18,104,19,17,317,12,6,66
221,106,16,118,17,17,323,18,4,66
185,110,20,119,21,17,319,25,20,66
222,110,20,143,21,36,364,25,29,66
222,110,22,142,31,37,382,35,31,66
222,110,19,122,29,18,363,27,22,66
223,110,4,122,13,17,251,13,6,25
222,110,17,142,16,90,364,21,6,66
222,110,4,142,15,18,365,22,4,66
210,110,18,142,16,30,265,22,4,66
222,110,20,142,29,35,365,37,4,66
222,110,21,142,29,71,365,31,4,66
222,110,32,142,31,71,379,38,6,88
222,110,23,122,30,71,374,37,4,88
222,110,32,122,30,90,378,38,4,88
211,110,38,122,30,90,281,37,4,88
222,110,35,134,30,90,376,95,4,88
222,110,38,130,33,72,376,95,4,88
222,110,38,126,42,90,382,95,6,88
222,110,24,142,16,22,365,28,4,66
222,110,38,122,32,90,379,95,4,88
223,111,94,119,47,91,379,96,44,89
223,111,94,119,44,91,383,96,43,89
223,110,94,119,50,91,383,96,85,89
223,110,94,864,50,91,383,96,86,89
223,110,94,864,87,91,382,96,4,89
227,138,98,864,87,95,379,100,4,93
864,864,864,864,864,864,486,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
864,864,864,864,864,864,864,864,864,864
